schema_name,property_path,payload_json_path,json_pointer,property_name,type,format,required,nullable,description,enum,ref,item_type,item_ref,example
AccessLayerDto,geographic,$.geographic,#/components/schemas/AccessLayerDto/properties/geographic,geographic,array,,False,True,"Collection of geographic access layers e.g. [""Global""]",,,string,,
AccessLayerDto,businessRelated,$.businessRelated,#/components/schemas/AccessLayerDto/properties/businessRelated,businessRelated,array,,False,True,"Collection of business related access layers e.g. [""Global""]",,,string,,
ActiveSetVersionResponseDto,id,$.id,#/components/schemas/ActiveSetVersionResponseDto/properties/id,id,string,uuid,False,False,The UiD of the requirement set version,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
ActiveSetVersionResponseDto,setId,$.setId,#/components/schemas/ActiveSetVersionResponseDto/properties/setId,setId,string,uuid,False,False,The UiD of the requirement set that the version belongs to,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
ActiveSetVersionResponseDto,requirementSetStatus,$.requirementSetStatus,#/components/schemas/ActiveSetVersionResponseDto/properties/requirementSetStatus,requirementSetStatus,string,,False,True,Requirement set status,,,,,Active
ActiveSetVersionResponseDto,jurisdiction,$.jurisdiction,#/components/schemas/ActiveSetVersionResponseDto/properties/jurisdiction,jurisdiction,string,,False,True,Requirement set jurisdiction,,,,,Global
ActiveSetVersionResponseDto,versionNumber,$.versionNumber,#/components/schemas/ActiveSetVersionResponseDto/properties/versionNumber,versionNumber,integer,int32,False,False,The versions number,,,,,1
ActiveSetVersionResponseDto,effectiveFrom,$.effectiveFrom,#/components/schemas/ActiveSetVersionResponseDto/properties/effectiveFrom,effectiveFrom,string,date-time,False,False,The date that the version takes effect when published,,,,,2021-01-01T14:48:00.000Z
ActiveSetVersionResponseDto,effectiveUntil,$.effectiveUntil,#/components/schemas/ActiveSetVersionResponseDto/properties/effectiveUntil,effectiveUntil,string,date-time,False,True,The calculated date that the version ceases being active,,,,,2021-01-01T14:48:00.000Z
ActiveSetVersionResponseDto,status,$.status,#/components/schemas/ActiveSetVersionResponseDto/properties/status,status,,,False,False,The status of the version,,,,,Published
ActiveSetVersionResponseDto,created,$.created,#/components/schemas/ActiveSetVersionResponseDto/properties/created,created,string,date-time,False,False,The creation date of the version,,,,,2021-01-01T14:48:00.000Z
ActiveSetVersionResponseDto,version,$.version,#/components/schemas/ActiveSetVersionResponseDto/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
ActiveSetVersionResponseDtoServiceResponse,data,$.data,#/components/schemas/ActiveSetVersionResponseDtoServiceResponse/properties/data,data,,,False,True,Response DTO representing light requirement set version data,,,,,
ActiveSetVersionResponseDtoServiceResponse,messages,$.messages,#/components/schemas/ActiveSetVersionResponseDtoServiceResponse/properties/messages,messages,array,,False,True,List of Fenergo.Nebula.Platform.Core.Models.Response.ServiceResponseMessage associated to the service response,,,object,#/components/schemas/ServiceResponseMessage,
ActiveSetVersionResponseDtoServiceResponse,messages[].message,$.messages[*].message,#/components/schemas/ActiveSetVersionResponseDtoServiceResponse/properties/messages/items/properties/message,message,string,,False,True,The message,,,,,Success
ActiveSetVersionResponseDtoServiceResponse,messages[].type,$.messages[*].type,#/components/schemas/ActiveSetVersionResponseDtoServiceResponse/properties/messages/items/properties/type,type,string,,False,True,"Type of the message One of Info, Warning, Error, Forbidden",,,,,Info
ActiveSetVersionResponseDtoServiceResponse,messages[].errorCode,$.messages[*].errorCode,#/components/schemas/ActiveSetVersionResponseDtoServiceResponse/properties/messages/items/properties/errorCode,errorCode,string,,False,True,Error Code,,,,,INTERNAL_SERVER_ERROR
ApproveAction,comment,$.comment,#/components/schemas/ApproveAction/properties/comment,comment,string,,False,True,,,,,,
ApproveAction,decision,$.decision,#/components/schemas/ApproveAction/properties/decision,decision,,,False,False,,,,,,
ApproveAction,created,$.created,#/components/schemas/ApproveAction/properties/created,created,string,date-time,False,False,,,,,,
Approver,subject,$.subject,#/components/schemas/Approver/properties/subject,subject,string,,False,True,,,,,,
Approver,successor,$.successor,#/components/schemas/Approver/properties/successor,successor,,,False,True,,,,,,
Approver,action,$.action,#/components/schemas/Approver/properties/action,action,,,False,True,,,,,,
Approver,hasProcessedRequest,$.hasProcessedRequest,#/components/schemas/Approver/properties/hasProcessedRequest,hasProcessedRequest,boolean,,False,False,,,,,,
BasicRule,active,$.active,#/components/schemas/BasicRule/properties/active,active,boolean,,False,False,,,,,,
BasicRule,message,$.message,#/components/schemas/BasicRule/properties/message,message,string,,False,True,,,,,,
BasicRuleDto,errorMessage,$.errorMessage,#/components/schemas/BasicRuleDto/properties/errorMessage,errorMessage,string,,False,True,Validation rule error message,,,,,Validation error occurred
BasicRuleDto2,active,$.active,#/components/schemas/BasicRuleDto2/properties/active,active,boolean,,False,False,Validation rule active flag,,,,,True
BasicRuleDto2,message,$.message,#/components/schemas/BasicRuleDto2/properties/message,message,string,,False,True,Validation rule error message,,,,,Validation error occurred
BasicRuleDtoConditionalValidationRuleDto,isActive,$.isActive,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/isActive,isActive,boolean,,False,False,Validation rule active flag,,,,,True
BasicRuleDtoConditionalValidationRuleDto,staticRule,$.staticRule,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/staticRule,staticRule,,,False,True,Static validation rule always applied when active,,,,,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules,$.dynamicRules,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules,dynamicRules,array,,False,True,Conditional validation rules,,,object,#/components/schemas/BasicRuleDtoConditionalValueDto,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].id,$.dynamicRules[*].id,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].name,$.dynamicRules[*].name,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].description,$.dynamicRules[*].description,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].logicalOperation,$.dynamicRules[*].logicalOperation,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands,$.dynamicRules[*].operands,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].fieldName,$.dynamicRules[*].operands[*].fieldName,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].value,$.dynamicRules[*].operands[*].value,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].valueId,$.dynamicRules[*].operands[*].valueId,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].valueType,$.dynamicRules[*].operands[*].valueType,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].dataSource,$.dynamicRules[*].operands[*].dataSource,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].operation,$.dynamicRules[*].operands[*].operation,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].logicalOperation,$.dynamicRules[*].operands[*].logicalOperation,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].operands,$.dynamicRules[*].operands[*].operands,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].operands[].valueField,$.dynamicRules[*].operands[*].valueField,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].value,$.dynamicRules[*].value,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/value,value,,,False,True,Request DTO representing basic validation rule metadata,,,,,
BasicRuleDtoConditionalValidationRuleDto,dynamicRules[].priority,$.dynamicRules[*].priority,#/components/schemas/BasicRuleDtoConditionalValidationRuleDto/properties/dynamicRules/items/properties/priority,priority,integer,int32,False,False,Priority of the value in case when multiple conditional values are evaluated,,,,,1
BasicRuleDtoConditionalValueDto,id,$.id,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
BasicRuleDtoConditionalValueDto,name,$.name,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
BasicRuleDtoConditionalValueDto,description,$.description,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
BasicRuleDtoConditionalValueDto,logicalOperation,$.logicalOperation,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
BasicRuleDtoConditionalValueDto,operands,$.operands,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
BasicRuleDtoConditionalValueDto,operands[].fieldName,$.operands[*].fieldName,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
BasicRuleDtoConditionalValueDto,operands[].value,$.operands[*].value,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
BasicRuleDtoConditionalValueDto,operands[].valueId,$.operands[*].valueId,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
BasicRuleDtoConditionalValueDto,operands[].valueType,$.operands[*].valueType,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
BasicRuleDtoConditionalValueDto,operands[].dataSource,$.operands[*].dataSource,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
BasicRuleDtoConditionalValueDto,operands[].operation,$.operands[*].operation,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
BasicRuleDtoConditionalValueDto,operands[].logicalOperation,$.operands[*].logicalOperation,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
BasicRuleDtoConditionalValueDto,operands[].operands,$.operands[*].operands,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
BasicRuleDtoConditionalValueDto,operands[].valueField,$.operands[*].valueField,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
BasicRuleDtoConditionalValueDto,value,$.value,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/value,value,,,False,True,Request DTO representing basic validation rule metadata,,,,,
BasicRuleDtoConditionalValueDto,priority,$.priority,#/components/schemas/BasicRuleDtoConditionalValueDto/properties/priority,priority,integer,int32,False,False,Priority of the value in case when multiple conditional values are evaluated,,,,,1
BasicRuleDtoValidationRuleDto,isActive,$.isActive,#/components/schemas/BasicRuleDtoValidationRuleDto/properties/isActive,isActive,boolean,,False,False,Validation rule active flag,,,,,True
BasicRuleDtoValidationRuleDto,staticRule,$.staticRule,#/components/schemas/BasicRuleDtoValidationRuleDto/properties/staticRule,staticRule,,,False,True,Static validation rule always applied when active,,,,,
CollectionMaximumCountRule,active,$.active,#/components/schemas/CollectionMaximumCountRule/properties/active,active,boolean,,False,False,,,,,,
CollectionMaximumCountRule,message,$.message,#/components/schemas/CollectionMaximumCountRule/properties/message,message,string,,False,True,,,,,,
CollectionMaximumCountRule,requiredTypesMaxCount,$.requiredTypesMaxCount,#/components/schemas/CollectionMaximumCountRule/properties/requiredTypesMaxCount,requiredTypesMaxCount,object,,False,True,,,,,,
CollectionMaximumCountRule,overallMaximumCount,$.overallMaximumCount,#/components/schemas/CollectionMaximumCountRule/properties/overallMaximumCount,overallMaximumCount,integer,int32,False,True,,,,,,
CollectionMaximumCountRuleDto,errorMessage,$.errorMessage,#/components/schemas/CollectionMaximumCountRuleDto/properties/errorMessage,errorMessage,string,,False,True,Validation rule error message,,,,,Validation error occurred
CollectionMaximumCountRuleDto,requiredTypesMaxCount,$.requiredTypesMaxCount,#/components/schemas/CollectionMaximumCountRuleDto/properties/requiredTypesMaxCount,requiredTypesMaxCount,object,,False,True,Dictionary of required Primary Data Group Field values with maximum count,,,,,{'Registered': 1}
CollectionMaximumCountRuleDto,overallMaximumCount,$.overallMaximumCount,#/components/schemas/CollectionMaximumCountRuleDto/properties/overallMaximumCount,overallMaximumCount,integer,int32,False,True,Overall maximum count,,,,,1
CollectionMaximumCountRuleDto2,active,$.active,#/components/schemas/CollectionMaximumCountRuleDto2/properties/active,active,boolean,,False,False,Validation rule active flag,,,,,True
CollectionMaximumCountRuleDto2,message,$.message,#/components/schemas/CollectionMaximumCountRuleDto2/properties/message,message,string,,False,True,Validation rule error message,,,,,Validation error occurred
CollectionMaximumCountRuleDto2,requiredTypesMaxCount,$.requiredTypesMaxCount,#/components/schemas/CollectionMaximumCountRuleDto2/properties/requiredTypesMaxCount,requiredTypesMaxCount,object,,False,True,Dictionary of required Primary Data Group Field values with maximum count,,,,,{'Registered': 1}
CollectionMaximumCountRuleDto2,overallMaximumCount,$.overallMaximumCount,#/components/schemas/CollectionMaximumCountRuleDto2/properties/overallMaximumCount,overallMaximumCount,integer,int32,False,True,Overall maximum count,,,,,1
CollectionMaximumCountRuleDtoValidationRuleDto,isActive,$.isActive,#/components/schemas/CollectionMaximumCountRuleDtoValidationRuleDto/properties/isActive,isActive,boolean,,False,False,Validation rule active flag,,,,,True
CollectionMaximumCountRuleDtoValidationRuleDto,staticRule,$.staticRule,#/components/schemas/CollectionMaximumCountRuleDtoValidationRuleDto/properties/staticRule,staticRule,,,False,True,Static validation rule always applied when active,,,,,
CollectionMinimumCountRule,active,$.active,#/components/schemas/CollectionMinimumCountRule/properties/active,active,boolean,,False,False,,,,,,
CollectionMinimumCountRule,message,$.message,#/components/schemas/CollectionMinimumCountRule/properties/message,message,string,,False,True,,,,,,
CollectionMinimumCountRule,requiredTypesMinCount,$.requiredTypesMinCount,#/components/schemas/CollectionMinimumCountRule/properties/requiredTypesMinCount,requiredTypesMinCount,object,,False,True,,,,,,
CollectionMinimumCountRule,overallMinimumCount,$.overallMinimumCount,#/components/schemas/CollectionMinimumCountRule/properties/overallMinimumCount,overallMinimumCount,integer,int32,False,False,,,,,,
CollectionMinimumCountRuleDto,errorMessage,$.errorMessage,#/components/schemas/CollectionMinimumCountRuleDto/properties/errorMessage,errorMessage,string,,False,True,Validation rule error message,,,,,Validation error occurred
CollectionMinimumCountRuleDto,requiredTypesMinCount,$.requiredTypesMinCount,#/components/schemas/CollectionMinimumCountRuleDto/properties/requiredTypesMinCount,requiredTypesMinCount,object,,False,True,Dictionary of required Primary Data Group Field values with minimum count,,,,,{'Registered': 1}
CollectionMinimumCountRuleDto,overallMinimumCount,$.overallMinimumCount,#/components/schemas/CollectionMinimumCountRuleDto/properties/overallMinimumCount,overallMinimumCount,integer,int32,False,False,Overall minimum count,,,,,1
CollectionMinimumCountRuleDto2,active,$.active,#/components/schemas/CollectionMinimumCountRuleDto2/properties/active,active,boolean,,False,False,Validation rule active flag,,,,,True
CollectionMinimumCountRuleDto2,message,$.message,#/components/schemas/CollectionMinimumCountRuleDto2/properties/message,message,string,,False,True,Validation rule error message,,,,,Validation error occurred
CollectionMinimumCountRuleDto2,requiredTypesMinCount,$.requiredTypesMinCount,#/components/schemas/CollectionMinimumCountRuleDto2/properties/requiredTypesMinCount,requiredTypesMinCount,object,,False,True,Dictionary of required Primary Data Group Field values with minimum count,,,,,{'Registered': 1}
CollectionMinimumCountRuleDto2,overallMinimumCount,$.overallMinimumCount,#/components/schemas/CollectionMinimumCountRuleDto2/properties/overallMinimumCount,overallMinimumCount,integer,int32,False,False,Overall minimum count,,,,,1
CollectionMinimumCountRuleDtoValidationRuleDto,isActive,$.isActive,#/components/schemas/CollectionMinimumCountRuleDtoValidationRuleDto/properties/isActive,isActive,boolean,,False,False,Validation rule active flag,,,,,True
CollectionMinimumCountRuleDtoValidationRuleDto,staticRule,$.staticRule,#/components/schemas/CollectionMinimumCountRuleDtoValidationRuleDto/properties/staticRule,staticRule,,,False,True,Static validation rule always applied when active,,,,,
ConditionDefinitionDto,fieldName,$.fieldName,#/components/schemas/ConditionDefinitionDto/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
ConditionDefinitionDto,value,$.value,#/components/schemas/ConditionDefinitionDto/properties/value,value,array,,False,True,List of values,,,string,,
ConditionDefinitionDto,valueId,$.valueId,#/components/schemas/ConditionDefinitionDto/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
ConditionDefinitionDto,valueType,$.valueType,#/components/schemas/ConditionDefinitionDto/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
ConditionDefinitionDto,dataSource,$.dataSource,#/components/schemas/ConditionDefinitionDto/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
ConditionDefinitionDto,operation,$.operation,#/components/schemas/ConditionDefinitionDto/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
ConditionDefinitionDto,logicalOperation,$.logicalOperation,#/components/schemas/ConditionDefinitionDto/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
ConditionDefinitionDto,operands,$.operands,#/components/schemas/ConditionDefinitionDto/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
ConditionDefinitionDto,operands[].fieldName,$.operands[*].fieldName,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
ConditionDefinitionDto,operands[].value,$.operands[*].value,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
ConditionDefinitionDto,operands[].valueId,$.operands[*].valueId,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
ConditionDefinitionDto,operands[].valueType,$.operands[*].valueType,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
ConditionDefinitionDto,operands[].dataSource,$.operands[*].dataSource,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
ConditionDefinitionDto,operands[].operation,$.operands[*].operation,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
ConditionDefinitionDto,operands[].logicalOperation,$.operands[*].logicalOperation,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
ConditionDefinitionDto,operands[].operands,$.operands[*].operands,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
ConditionDefinitionDto,operands[].valueField,$.operands[*].valueField,#/components/schemas/ConditionDefinitionDto/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
ConditionDefinitionDto,valueField,$.valueField,#/components/schemas/ConditionDefinitionDto/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
ConditionDto,id,$.id,#/components/schemas/ConditionDto/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
ConditionDto,name,$.name,#/components/schemas/ConditionDto/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
ConditionDto,description,$.description,#/components/schemas/ConditionDto/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
ConditionDto,logicalOperation,$.logicalOperation,#/components/schemas/ConditionDto/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
ConditionDto,operands,$.operands,#/components/schemas/ConditionDto/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
ConditionDto,operands[].fieldName,$.operands[*].fieldName,#/components/schemas/ConditionDto/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
ConditionDto,operands[].value,$.operands[*].value,#/components/schemas/ConditionDto/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
ConditionDto,operands[].valueId,$.operands[*].valueId,#/components/schemas/ConditionDto/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
ConditionDto,operands[].valueType,$.operands[*].valueType,#/components/schemas/ConditionDto/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
ConditionDto,operands[].dataSource,$.operands[*].dataSource,#/components/schemas/ConditionDto/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
ConditionDto,operands[].operation,$.operands[*].operation,#/components/schemas/ConditionDto/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
ConditionDto,operands[].logicalOperation,$.operands[*].logicalOperation,#/components/schemas/ConditionDto/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
ConditionDto,operands[].operands,$.operands[*].operands,#/components/schemas/ConditionDto/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
ConditionDto,operands[].valueField,$.operands[*].valueField,#/components/schemas/ConditionDto/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
ConditionalValueDto,id,$.id,#/components/schemas/ConditionalValueDto/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
ConditionalValueDto,name,$.name,#/components/schemas/ConditionalValueDto/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
ConditionalValueDto,description,$.description,#/components/schemas/ConditionalValueDto/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
ConditionalValueDto,logicalOperation,$.logicalOperation,#/components/schemas/ConditionalValueDto/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
ConditionalValueDto,operands,$.operands,#/components/schemas/ConditionalValueDto/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
ConditionalValueDto,operands[].fieldName,$.operands[*].fieldName,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
ConditionalValueDto,operands[].value,$.operands[*].value,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
ConditionalValueDto,operands[].valueId,$.operands[*].valueId,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
ConditionalValueDto,operands[].valueType,$.operands[*].valueType,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
ConditionalValueDto,operands[].dataSource,$.operands[*].dataSource,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
ConditionalValueDto,operands[].operation,$.operands[*].operation,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
ConditionalValueDto,operands[].logicalOperation,$.operands[*].logicalOperation,#/components/schemas/ConditionalValueDto/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
