schema_name,property_path,payload_json_path,json_pointer,property_name,type,format,required,nullable,description,enum,ref,item_type,item_ref,example
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].valueId,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].valueId,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].valueType,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].valueType,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].dataSource,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].dataSource,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].operation,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].operation,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].logicalOperation,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].logicalOperation,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].operands,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].operands,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditions[].operands[].valueField,$.data[*].versions[*].dataGroupFields[*].conditions[*].operands[*].valueField,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditions/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].version,$.data[*].versions[*].dataGroupFields[*].version,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].defaultValue,$.data[*].versions[*].dataGroupFields[*].defaultValue,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/defaultValue,defaultValue,string,,False,True,Default value for this data field,,,,,Australia
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].isReadOnly,$.data[*].versions[*].dataGroupFields[*].isReadOnly,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/isReadOnly,isReadOnly,boolean,,False,False,Is requirement readonly,,,,,False
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues,$.data[*].versions[*].dataGroupFields[*].conditionalValues,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues,conditionalValues,array,,False,True,List of conditional values,,,object,#/components/schemas/ConditionalValueDto,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].id,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].id,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].name,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].name,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].description,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].description,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].logicalOperation,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].logicalOperation,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].fieldName,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].fieldName,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].value,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].value,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].valueId,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].valueId,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].valueType,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].valueType,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].dataSource,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].dataSource,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].operation,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].operation,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].logicalOperation,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].logicalOperation,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].operands,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].operands,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].operands[].valueField,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].operands[*].valueField,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].value,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].value,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/value,value,string,,False,True,Value that should be returned when conditions are met,,,,,Relationship Manager
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].priority,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].priority,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/priority,priority,integer,int32,False,False,Priority of the value in case when multiple conditional values are evaluated,,,,,1
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].conditionalValues[].valueId,$.data[*].versions[*].dataGroupFields[*].conditionalValues[*].valueId,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/conditionalValues/items/properties/valueId,valueId,string,,False,True,Value Id that should be returned when conditions are met,,,,,RM
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].hasEvaluatedConditionalValue,$.data[*].versions[*].dataGroupFields[*].hasEvaluatedConditionalValue,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/hasEvaluatedConditionalValue,hasEvaluatedConditionalValue,boolean,,False,False,Does this field has evaluated conditional value?,,,,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].evaluatedConditionalValue,$.data[*].versions[*].dataGroupFields[*].evaluatedConditionalValue,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/evaluatedConditionalValue,evaluatedConditionalValue,string,,False,True,Evaluated conditional value,,,,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].evaluatedConditionalValueId,$.data[*].versions[*].dataGroupFields[*].evaluatedConditionalValueId,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/evaluatedConditionalValueId,evaluatedConditionalValueId,string,,False,True,Evaluated conditional value Id,,,,,
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].description,$.data[*].versions[*].dataGroupFields[*].description,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/description,description,string,,False,True,Data group field description,,,,,This is the field description
DataGroupDtoIEnumerableServiceResponse,data[].versions[].dataGroupFields[].tags,$.data[*].versions[*].dataGroupFields[*].tags,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/versions/items/properties/dataGroupFields/items/properties/tags,tags,array,,False,True,List of tags,,,string,,['internal']
DataGroupDtoIEnumerableServiceResponse,data[].version,$.data[*].version,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/data/items/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
DataGroupDtoIEnumerableServiceResponse,messages,$.messages,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/messages,messages,array,,False,True,List of Fenergo.Nebula.Platform.Core.Models.Response.ServiceResponseMessage associated to the service response,,,object,#/components/schemas/ServiceResponseMessage,
DataGroupDtoIEnumerableServiceResponse,messages[].message,$.messages[*].message,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/messages/items/properties/message,message,string,,False,True,The message,,,,,Success
DataGroupDtoIEnumerableServiceResponse,messages[].type,$.messages[*].type,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/messages/items/properties/type,type,string,,False,True,"Type of the message One of Info, Warning, Error, Forbidden",,,,,Info
DataGroupDtoIEnumerableServiceResponse,messages[].errorCode,$.messages[*].errorCode,#/components/schemas/DataGroupDtoIEnumerableServiceResponse/properties/messages/items/properties/errorCode,errorCode,string,,False,True,Error Code,,,,,INTERNAL_SERVER_ERROR
DataGroupFieldDto,identifier,$.identifier,#/components/schemas/DataGroupFieldDto/properties/identifier,identifier,string,uuid,False,False,The UiD of the data group field,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupFieldDto,name,$.name,#/components/schemas/DataGroupFieldDto/properties/name,name,string,,False,True,Data group field name,,,,,Product Type
DataGroupFieldDto,type,$.type,#/components/schemas/DataGroupFieldDto/properties/type,type,string,,False,True,Data group field type,,,,,DataGroup
DataGroupFieldDto,order,$.order,#/components/schemas/DataGroupFieldDto/properties/order,order,number,double,False,True,Data group field order,,,,,2
DataGroupFieldDto,dataField,$.dataField,#/components/schemas/DataGroupFieldDto/properties/dataField,dataField,,,False,True,Data group field data field,,,,,
DataGroupFieldDto,isSensitiveData,$.isSensitiveData,#/components/schemas/DataGroupFieldDto/properties/isSensitiveData,isSensitiveData,boolean,,False,False,Data group field sensitive data flag,,,,,True
DataGroupFieldDto,isCoreDefinition,$.isCoreDefinition,#/components/schemas/DataGroupFieldDto/properties/isCoreDefinition,isCoreDefinition,boolean,,False,False,Data group field core definition flag,,,,,True
DataGroupFieldDto,validationRule,$.validationRule,#/components/schemas/DataGroupFieldDto/properties/validationRule,validationRule,,,False,True,Data group field validation data,,,,,
DataGroupFieldDto,validationRulesV2,$.validationRulesV2,#/components/schemas/DataGroupFieldDto/properties/validationRulesV2,validationRulesV2,,,False,True,Request DTO representing validation data metadata,,,,,
DataGroupFieldDto,conditions,$.conditions,#/components/schemas/DataGroupFieldDto/properties/conditions,conditions,array,,False,True,Data group field conditions list,,,object,#/components/schemas/ConditionDto,
DataGroupFieldDto,conditions[].id,$.conditions[*].id,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupFieldDto,conditions[].name,$.conditions[*].name,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
DataGroupFieldDto,conditions[].description,$.conditions[*].description,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
DataGroupFieldDto,conditions[].logicalOperation,$.conditions[*].logicalOperation,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
DataGroupFieldDto,conditions[].operands,$.conditions[*].operands,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupFieldDto,conditions[].operands[].fieldName,$.conditions[*].operands[*].fieldName,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
DataGroupFieldDto,conditions[].operands[].value,$.conditions[*].operands[*].value,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
DataGroupFieldDto,conditions[].operands[].valueId,$.conditions[*].operands[*].valueId,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
DataGroupFieldDto,conditions[].operands[].valueType,$.conditions[*].operands[*].valueType,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
DataGroupFieldDto,conditions[].operands[].dataSource,$.conditions[*].operands[*].dataSource,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
DataGroupFieldDto,conditions[].operands[].operation,$.conditions[*].operands[*].operation,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
DataGroupFieldDto,conditions[].operands[].logicalOperation,$.conditions[*].operands[*].logicalOperation,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
DataGroupFieldDto,conditions[].operands[].operands,$.conditions[*].operands[*].operands,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupFieldDto,conditions[].operands[].valueField,$.conditions[*].operands[*].valueField,#/components/schemas/DataGroupFieldDto/properties/conditions/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
DataGroupFieldDto,version,$.version,#/components/schemas/DataGroupFieldDto/properties/version,version,integer,int32,False,False,Version number for given Aggregate (concurrency check),,,,,1
DataGroupFieldDto,defaultValue,$.defaultValue,#/components/schemas/DataGroupFieldDto/properties/defaultValue,defaultValue,string,,False,True,Default value for this data field,,,,,Australia
DataGroupFieldDto,isReadOnly,$.isReadOnly,#/components/schemas/DataGroupFieldDto/properties/isReadOnly,isReadOnly,boolean,,False,False,Is requirement readonly,,,,,False
DataGroupFieldDto,conditionalValues,$.conditionalValues,#/components/schemas/DataGroupFieldDto/properties/conditionalValues,conditionalValues,array,,False,True,List of conditional values,,,object,#/components/schemas/ConditionalValueDto,
DataGroupFieldDto,conditionalValues[].id,$.conditionalValues[*].id,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/id,id,string,uuid,False,False,The ID of the condition,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupFieldDto,conditionalValues[].name,$.conditionalValues[*].name,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/name,name,string,,False,True,The name of the condition,,,,,Company-type only
DataGroupFieldDto,conditionalValues[].description,$.conditionalValues[*].description,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/description,description,string,,False,True,The description of the condition,,,,,Applicable only when EntityType=Company
DataGroupFieldDto,conditionalValues[].logicalOperation,$.conditionalValues[*].logicalOperation,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation on the Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDto.Operands collection,,,,,AND
DataGroupFieldDto,conditionalValues[].operands,$.conditionalValues[*].operands,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupFieldDto,conditionalValues[].operands[].fieldName,$.conditionalValues[*].operands[*].fieldName,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/fieldName,fieldName,string,,False,True,Name of the field to evaluate,,,,,EntityType
DataGroupFieldDto,conditionalValues[].operands[].value,$.conditionalValues[*].operands[*].value,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/value,value,array,,False,True,List of values,,,string,,
DataGroupFieldDto,conditionalValues[].operands[].valueId,$.conditionalValues[*].operands[*].valueId,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/valueId,valueId,array,,False,True,List of value ids,,,string,,
DataGroupFieldDto,conditionalValues[].operands[].valueType,$.conditionalValues[*].operands[*].valueType,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/valueType,valueType,string,,False,True,Type of the value,,,,,text
DataGroupFieldDto,conditionalValues[].operands[].dataSource,$.conditionalValues[*].operands[*].dataSource,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/dataSource,dataSource,string,,False,True,Data source from which field is retrieved. If empty then Entity Data properties will be used.,,,,,entityDataMetadata
DataGroupFieldDto,conditionalValues[].operands[].operation,$.conditionalValues[*].operands[*].operation,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/operation,operation,string,,False,True,Logical operation to be performed to match the values,,,,,equal
DataGroupFieldDto,conditionalValues[].operands[].logicalOperation,$.conditionalValues[*].operands[*].logicalOperation,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/logicalOperation,logicalOperation,string,,False,True,Logical operation to be performed on the operands collection,,,,,AND
DataGroupFieldDto,conditionalValues[].operands[].operands,$.conditionalValues[*].operands[*].operands,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/operands,operands,array,,False,True,"Collection of operands for given condition. These might contain additional, nested conditions of type Fenergo.Nebula.Platform.LogicEngine.Model.Dto.ConditionDefinitionDto",,,object,#/components/schemas/ConditionDefinitionDto,
DataGroupFieldDto,conditionalValues[].operands[].valueField,$.conditionalValues[*].operands[*].valueField,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/operands/items/properties/valueField,valueField,,,False,True,Field value used for conditional limit validation,,,,,
DataGroupFieldDto,conditionalValues[].value,$.conditionalValues[*].value,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/value,value,string,,False,True,Value that should be returned when conditions are met,,,,,Relationship Manager
DataGroupFieldDto,conditionalValues[].priority,$.conditionalValues[*].priority,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/priority,priority,integer,int32,False,False,Priority of the value in case when multiple conditional values are evaluated,,,,,1
DataGroupFieldDto,conditionalValues[].valueId,$.conditionalValues[*].valueId,#/components/schemas/DataGroupFieldDto/properties/conditionalValues/items/properties/valueId,valueId,string,,False,True,Value Id that should be returned when conditions are met,,,,,RM
DataGroupFieldDto,hasEvaluatedConditionalValue,$.hasEvaluatedConditionalValue,#/components/schemas/DataGroupFieldDto/properties/hasEvaluatedConditionalValue,hasEvaluatedConditionalValue,boolean,,False,False,Does this field has evaluated conditional value?,,,,,
DataGroupFieldDto,evaluatedConditionalValue,$.evaluatedConditionalValue,#/components/schemas/DataGroupFieldDto/properties/evaluatedConditionalValue,evaluatedConditionalValue,string,,False,True,Evaluated conditional value,,,,,
DataGroupFieldDto,evaluatedConditionalValueId,$.evaluatedConditionalValueId,#/components/schemas/DataGroupFieldDto/properties/evaluatedConditionalValueId,evaluatedConditionalValueId,string,,False,True,Evaluated conditional value Id,,,,,
DataGroupFieldDto,description,$.description,#/components/schemas/DataGroupFieldDto/properties/description,description,string,,False,True,Data group field description,,,,,This is the field description
DataGroupFieldDto,tags,$.tags,#/components/schemas/DataGroupFieldDto/properties/tags,tags,array,,False,True,List of tags,,,string,,['internal']
DataGroupFieldDtoServiceResponse,data,$.data,#/components/schemas/DataGroupFieldDtoServiceResponse/properties/data,data,,,False,True,Response DTO representing data group field data,,,,,
DataGroupFieldDtoServiceResponse,messages,$.messages,#/components/schemas/DataGroupFieldDtoServiceResponse/properties/messages,messages,array,,False,True,List of Fenergo.Nebula.Platform.Core.Models.Response.ServiceResponseMessage associated to the service response,,,object,#/components/schemas/ServiceResponseMessage,
DataGroupFieldDtoServiceResponse,messages[].message,$.messages[*].message,#/components/schemas/DataGroupFieldDtoServiceResponse/properties/messages/items/properties/message,message,string,,False,True,The message,,,,,Success
DataGroupFieldDtoServiceResponse,messages[].type,$.messages[*].type,#/components/schemas/DataGroupFieldDtoServiceResponse/properties/messages/items/properties/type,type,string,,False,True,"Type of the message One of Info, Warning, Error, Forbidden",,,,,Info
DataGroupFieldDtoServiceResponse,messages[].errorCode,$.messages[*].errorCode,#/components/schemas/DataGroupFieldDtoServiceResponse/properties/messages/items/properties/errorCode,errorCode,string,,False,True,Error Code,,,,,INTERNAL_SERVER_ERROR
DataGroupIdentifierDto,id,$.id,#/components/schemas/DataGroupIdentifierDto/properties/id,id,string,uuid,False,False,Data Group UiD,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupIdentifierDto,versionNumbers,$.versionNumbers,#/components/schemas/DataGroupIdentifierDto/properties/versionNumbers,versionNumbers,array,,False,True,Data Group Version Numbers,,,integer,,"[1, 2]"
DataGroupLiteDto,id,$.id,#/components/schemas/DataGroupLiteDto/properties/id,id,string,uuid,False,False,The UiD of the data group,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupLiteDto,versions,$.versions,#/components/schemas/DataGroupLiteDto/properties/versions,versions,array,,False,True,Versions associated to this data group,,,object,#/components/schemas/DataGroupVersionLiteDto,
DataGroupLiteDto,versions[].id,$.versions[*].id,#/components/schemas/DataGroupLiteDto/properties/versions/items/properties/id,id,string,uuid,False,False,The UiD of the data group version,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupLiteDto,versions[].groupId,$.versions[*].groupId,#/components/schemas/DataGroupLiteDto/properties/versions/items/properties/groupId,groupId,string,uuid,False,False,The UiD of the data group that the version belongs to,,,,,118313c6-91e6-4b05-a537-5a1ab906418f
DataGroupLiteDto,versions[].name,$.versions[*].name,#/components/schemas/DataGroupLiteDto/properties/versions/items/properties/name,name,string,,False,True,Data group Name,,,,,Product
