source_id,api_name,api_mode,api_version,source_url,schema_name,type,description,property_count,required_count
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,AccessLayerDto,object,DTO representing associated access layers,2,2
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,ApproveAction,object,,3,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,ApproveActionServiceRequest,object,,1,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,Approver,object,,4,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,BasicRuleDto,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,BasicRuleDto2,object,,1,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,BasicRuleDtoConditionalValidationRuleDto,object,,3,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,BasicRuleDtoConditionalValueDto,object,,7,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,BasicRuleDtoValidationRuleDto,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneProductRequirementSetVersionDto,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneProductRequirementSetVersionDtoServiceRequest,object,,1,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneProductRequirementSetVersionResponse,object,Request DTO representing clone product requirement set data,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneProductRequirementSetVersionResponseServiceResponse,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneScopingRuleSetVersionDto,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneScopingRuleSetVersionDtoServiceRequest,object,,1,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneScopingRuleSetVersionResponse,object,Request DTO representing clone scoping rule set data,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CloneScopingRuleSetVersionResponseServiceResponse,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CollectionMaximumCountRuleDto,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CollectionMaximumCountRuleDto2,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CollectionMaximumCountRuleDtoValidationRuleDto,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CollectionMinimumCountRuleDto,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CollectionMinimumCountRuleDto2,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CollectionMinimumCountRuleDtoValidationRuleDto,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CommonRequirementSetDto,object,Request DTO representing requirement set data,7,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,ConditionDefinitionDto,object,,9,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,ConditionDto,object,,5,3
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,ConditionalValueDto,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,ConditionalValueDto`1,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateProductRequirementSetResponse,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateProductRequirementSetResponseServiceResponse,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateProductRequirementSetVersionFromSetIdResponse,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateProductRequirementSetVersionFromSetIdResponseServiceResponse,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateScopingRuleSetResponse,,,0,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateScopingRuleSetResponseServiceResponse,object,,2,0
productpolicycommand_v1,productpolicy,command,1.0,https://api.fenergox.com/productpolicycommand/swagger/1.0/swagger.json,CreateScopingRuleSetVersionFromSetIdResponse,object,,2,0
